1033,,DB/BR,C,3/7/2018,Laoban,Flashy Note,Catienus,FlashyNote,"Silvestre Chavez Thoroughbreds, Agent I",NY,16,10.1,36,6/5,Sean Perry,"12,000",PS,,,Chavez Thoroughbreds Silvestre 
1034,,DB/BR,C,2/4/2018,First Samurai,Flat Out Charming,Flatter,FlatOutCharming,"Eddie Woods, Agent XI",KY,11,20.2,17,6/5,First Finds,"47,000",,,,Woods Eddie
1035,Princess Empire,B,F,2/17/2018,Empire Maker,Flattering Bea,Flatter,FlatteringBea,"de Meric Sales, Agent I",KY,12,out,,,Withdrawn,Out,,Out,6/11/2020,de Meric Sales
1036,,DB/BR,C,2/21/2018,Exaggerator,Flattermewithroses,Flatter,Flattermewithroses,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,10.2,87,6/5,"Tim Kegel, Agent","150,000",,,,"Wavertree Stables, Inc."
1037,,DB/BR,C,2/6/2018,Maclean's Music,Fleet Streak,More Than Ready,FleetStreak,"Scanlon Training & Sales, Agent I",NY,2,out,,,Withdrawn,Out,,Out,4/20/2020,Scanlon Training Center
1038,Stash My Cash,GR/RO,C,3/30/2018,Tapit,Flores Island,Giant's Causeway,FloresIsland,"All Dreams Equine, Agent I",KY,20,21.2,37,6/5,"Superfine Farm, Inc.","50,000",,,,All Dreams Equine
1039,Floresture,B,F,4/2/2018,Tapiture,Floresta,Forest Camp,Floresta,"Best A Luck Farm LLC, Agent III",FL,3,out,,,Withdrawn,Out,,Out,6/7/2020,Best A Luck Farm LLC
1040,,B,C,4/6/2018,Frosted,Folklore,Tiznow,Folklore,"Kings Equine, Agent VII",KY,1,10.1,27,6/5,de Burgh Equine,"90,000",,,,Kings Equine
1041,,CH,F,2/1/2018,Violence,Fontanne,Distorted Humor,Fontanne,"Hemingway Racing and Training Stables LLC, Agent XVI",KY,16,10.1,31,6/5,Jeff Ganje,"75,000",,,,Hemingway Racing and Training LLC
1042,Forbidden Dream,B,F,2/19/2018,Jess's Dream,Forbidden Image,Forbidden Apple,ForbiddenImage,Goldencents Thoroughbreds,FL,G,10.3,47,6/5,Mighty White Stallion LLC,"23,000",,,,Goldencents Thoroughbreds
1043,,B,F,3/14/2018,Cross Traffic,Forestelle,Forestry,Forestelle,"Off the Hook LLC, Agent II",FL,13,21.2,29,6/5,Rodolfo Garcia,"14,000",,,,Off the Hook LLC
1044,,B,F,2/13/2018,Anchor Down,Forest Legacy,Forest Wildcat,ForestLegacy,"Top Line Sales LLC, Agent XX",FL,14,10.1,68,6/5,James P Georgeades,"20,000",,,,Top Line Sales
1045,Nature Lover,B,F,2/27/2018,Khozan,Foret,Forest Camp,Foret,"Tom McCrocklin, Agent I",FL,E,21.0,49,6/5,"Frank Alosa, Agent for Windylea Farm LLC","150,000",,,,McCrocklin Tom
1046,,GR/RO,F,4/21/2018,Shackleford,Forever Vow,Broken Vow,ForeverVow,"Top Line Sales LLC, Agent IV",KY,14,10.0,26,6/5,Mathiesen Racing,"160,000",,,,Top Line Sales
1047,,CH,F,4/13/2018,Mineshaft,Forgotten Miss,Afleet Alex,ForgottenMiss,"Woodford Thoroughbreds, Agent I",KY,17,21.1,10,6/5,John Pinkerton,"17,000",,,,Woodford Thoroughbreds
1048,,CH,F,4/26/2018,Central Banker,Fortheloveof Anna,Pleasant Tap,FortheloveofAnna,"McMahon of Saratoga Thoroughbreds LLC, Agent",NY,15,22.0,50,6/5,"7,000",Not Sold,,,,McMahon of Saratoga Thoroughbreds LLC
1049,,B,C,4/29/2018,Cairo Prince,Fought the Fight,War Front,FoughttheFight,"Woodside Ranch, Agent II",KY,6,10.2,83,6/5,"85,000",Not Sold,,,,Woodside Ranch
1050,,B,C,3/28/2018,Street Boss,Four Bears,Hennessy,FourBears,"Harris Training Center LLC, Agent XII",NY,13,10.2,124,6/5,"Mike Maker, Agent","26,000",,,,Harris Training Center LLC
1051,Upandcomingstar,B,F,5/7/2018,Into Mischief,Freedom Star,Street Cry (IRE),FreedomStar,"S B M Training and Sales, Agent I",KY,15,out,,,Withdrawn,Out,,Out,6/11/2020,S B M Training and Sales
1052,,CH,F,3/21/2018,Square Eddie,Frege,Johar,Frege,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",CA,5,21.2,60,6/5,Jeff Ganje,"30,000",,,,"Wavertree Stables, Inc."
1053,,DB/BR,F,3/27/2018,Tiznow,French Laundry,Seeking the Gold,FrenchLaundry,All Dreams Equine,KY,20,10.1,115,6/5,John Carmondy,"15,000",,,,All Dreams Equine
1054,,B,C,4/26/2018,Outwork,French Link,Orientate,FrenchLink,"Brick City Thoroughbreds, Agent VII",NY,19,out,,,Withdrawn,Out,,Out,6/3/2020,Brick City Thoroughbreds
1055,,GR/RO,F,2/4/2018,Liam's Map,Fresh Feline,Kitten's Joy,FreshFeline,"Eisaman Equine, Agent",KY,7,10.1,98,6/5,"Dixiana Farms, LLC","190,000",,,,Eisaman Equine
1056,Youreascoldasice,DB/BR,C,1/23/2018,Fed Biz,Frozen Music,Langfuhr,FrozenMusic,"Kings Equine, Agent XXIII",KY,1,out,,,Withdrawn,Out,,Out,4/16/2020,Kings Equine
1057,,B,C,3/22/2018,Into Mischief,Fugacious Dancer,Afleet Alex,FugaciousDancer,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VIII",FL,5,21.0,8,6/6,"Steven W. Young, Agent","150,000",PS,,,"Wavertree Stables, Inc."
1058,,DB/BR,C,2/26/2018,Bodemeister,Full Moon Frolic,Vindication,FullMoonFrolic,"Off the Hook LLC, Agent II",KY,13,out,,,Withdrawn,Out,,Out,4/21/2020,Off the Hook LLC
1059,,CH,F,5/7/2018,Square Eddie,Full of Sugar,Candy Ride (ARG),FullofSugar,"S G V Thoroughbreds LLC (Steven Venosa), Agent",CA,1,10.2,118,6/6,"Mike Pender, Agent for Gary Folgner","13,000",,,,S G V Thoroughbreds
1060,,B,F,2/7/2018,Empire Maker,Full Tap,Tapit,FullTap,"Halcyon Hammock Farm, Agent II",ON,2,10.0,22,6/6,"Joseph Brocklebank, Agent","475,000",,,,Halcyon Hammock Farm
1061,,B,F,5/2/2018,Declaration of War,Funny Bay,Medaglia d'Oro,FunnyBay,"All In Sales (Tony Bowling), Agent I",KY,H,out,,,Withdrawn,Out,,Out,4/20/2020,All In Sales
1062,,DB/BR,F,5/3/2018,Commissioner,Fu Peggi Sue,Fusaichi Pegasus,FuPeggiSue,"de Meric Sales, Agent XIX",NY,12,10.2,93,6/6,Carlos Munoz,"20,000",,,,de Meric Sales
1063,,CH,F,1/24/2018,More Than Ready,Gal About Town,City Zip,GalAboutTown,"Niall Brennan Stables, Agent",KY,8,21.1,7,6/6,"Raymie Lightner, Agent for Peter Miller","50,000",,,,Brennan Niall
1064,,DB/BR,F,3/14/2018,Kantharos,Game Trail,Flatter,GameTrail,"Randy Bradshaw, Agent VI",KY,18,out,,,Withdrawn,Out,,Out,3/27/2020,Bradshaw Randy
1065,,B,C,4/1/2018,Tiznow,Garage Kept,Dehere,GarageKept,"Top Line Sales LLC, Agent VI",KY,14,10.0,96,6/6,"Mark Glatt, Agent","75,000",,,,Top Line Sales
1066,,B,F,4/11/2018,Candy Ride (ARG),Garnet Crystals,Lion Heart,GarnetCrystals,"Top Line Sales LLC, Agent II",PA,14,out,,,Withdrawn,Out,,Out,6/10/2020,Top Line Sales
1067,,B,F,3/13/2018,Outwork,Gasp,Hennessy,Gasp,"Gene Recio, Agent VII",KY,17,out,,,Withdrawn,Out,,Out,5/8/2020,Recio Gene
1068,,CH,C,4/12/2018,Chitu,Gator Hall,Graeme Hall,GatorHall,Navas Equine,FL,20,21.0,25,6/6,"Nick J. Hines, Agent","54,000",,,,Navas Jonathan
1069,,DB/BR,C,3/4/2018,Brody's Cause,Gayatri,War Chant,Gayatri,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,10.2,125,6/6,Douglas Jones,"4,000",,,,"Wavertree Stables, Inc."
1070,Pasion Azteca,DB/BR,C,3/16/2018,Shanghai Bobby,Gemsaresparkling,Gemologist,Gemsaresparkling,Blas Perez Stables,KY,20,10.1,26,6/6,Dave Hearn,"12,000",,,,Perez Stables Blas 
1071,,CH,C,4/17/2018,Maclean's Music,Gem's Classy Lass,Grand Slam,GemsClassyLass,"Sequel Bloodstock, Agent",NY,9,out,,,Withdrawn,Out,,Out,4/20/2020,Sequel Bloodstock
1072,,B,C,2/10/2018,Flashback,George's Gal,During,GeorgesGal,"J V C Training and Sales (Jorge and Maria Villagomez), Agent",KY,19,21.3,75,6/6,"K.O.I.D. Co., Ltd.","25,000",,,,J V C Training and Sales
1073,,B,C,1/30/2018,Point of Entry,Ghost On the Run,Ghostzapper,GhostOntheRun,"Cary Frommer LLC, Agent I",LA,10,out,,,Withdrawn,Out,,Out,3/31/2020,Frommer Cary
1074,,DB/BR,C,4/12/2018,Cairo Prince,Ghostslayer,Ghostzapper,Ghostslayer,"Brick City Thoroughbreds, Agent III",KY,19,out,,,Withdrawn,Out,,Out,6/3/2020,Brick City Thoroughbreds
1075,,DB/BR,C,3/16/2018,Competitive Edge,Gidget Girl,Sky Mesa,GidgetGirl,"Eddie Woods, Agent XLI",CA,11,out,,,Withdrawn,Out,,Out,4/10/2020,Woods Eddie
1076,,DB/BR,F,4/17/2018,Flintshire (GB),Gimme Some Love,Miesque's Son,GimmeSomeLove,"Niall Brennan Stables, Agent II",KY,8,out,,,Withdrawn,Out,,Out,6/3/2020,Brennan Niall
1077,,CH,C,5/11/2018,Khozan,Ginablu,Bluegrass Cat,Ginablu,"de Meric Sales, Agent LVI",FL,12,10.2,77,6/6,G S Inversiones Hipicas,"110,000",,,,de Meric Sales
1078,,CH,F,3/14/2018,Palace,Ginebra,Point Determined,Ginebra,Two Oaks Equine,KY,A,out,,,Withdrawn,Out,,Out,6/12/2020,Two Oaks Equine
1079,,CH,F,2/23/2018,Exaggerator,Ginger Tap,Tapit,GingerTap,"Eddie Woods, Agent XLII",KY,11,21.4,39,6/6,"25,000",Not Sold,,,,Woods Eddie
1080,,GR/RO,F,5/16/2018,Frosted,Girlfriend,Distorted Humor,Girlfriend,"Paul Sharp, Agent III",KY,C,out,,,Withdrawn,Out,,Out,6/6/2020,Sharp Paul M.
1081,Rio Encino,B,C,3/28/2018,Mineshaft,Glamour Cat,Tale of the Cat,GlamourCat,"S G V Thoroughbreds LLC (Steven Venosa), Agent",CA,1,22.0,13,6/6,"50,000",Not Sold,,,,S G V Thoroughbreds
1082,Hidden Places,DB/BR,F,5/9/2018,Dialed In,Glimpse,Touch Gold,Glimpse,"Brick City Thoroughbreds, Agent III",MD,19,out,,,Withdrawn,Out,,Out,6/3/2020,Brick City Thoroughbreds
1083,,B,C,3/4/2018,Into Mischief,Glorious Sky,Aldebaran,GloriousSky,"Randy Bradshaw, Agent",KY,18,out,,,Withdrawn,Out,,Out,4/22/2020,Bradshaw Randy
1084,,B,C,5/9/2018,Algorithms,Glorious Success,Successful Appeal,GloriousSuccess,Teneri Farm,KY,16,21.3,65,6/6,"37,000",Not Sold,,,,Teneri Farm
1085,,CH,F,3/5/2018,Orb,Goldbud,Buddha,Goldbud,"All In Line Stables, Agent VI",KY,15,out,,,Withdrawn,Out,,Out,6/12/2020,All In Line Stables
1086,,DB/BR,C,2/2/2018,Awesome Again,Golden Finish,Chestertown Slew,GoldenFinish,"Randy Miles, Agent III",FL,18,out,,,Withdrawn,Out,,Out,6/4/2020,Miles Randy
1087,,B,F,4/12/2018,War Dancer,Golden Miss,Golden Missile,GoldenMiss,"Halcyon Hammock Farm, Agent III",NY,2,out,,,Withdrawn,Out,,Out,6/5/2020,Halcyon Hammock Farm
1088,,DB/BR,C,5/10/2018,Tiznow,Golden Rock,Bernardini,GoldenRock,"Randy Bradshaw, Agent VI",FL,18,out,,,Withdrawn,Out,,Out,5/31/2020,Bradshaw Randy
1089,,B,C,2/26/2018,Munnings,Gold Medalist,Medaglia d'Oro,GoldMedalist,"Niall Brennan Stables, Agent II",ON,8,out,,,Withdrawn,Out,,Out,2/24/2020,Brennan Niall
1090,,B,F,3/12/2018,Speightster,Gold Ribbon,Medaglia d'Oro,GoldRibbon,Shooting Star Sales LLC,PA,G,21.4,63,6/6,"Sallusto/Albina, Agent for Lawson Racing Stable","42,000",PS,,,Shooting Star Sales LLC
1091,,B,F,4/10/2018,Bodemeister,Goldspun,Hard Spun,Goldspun,"Winners Circle Thoroughbreds LLC, Agent",KY,A,out,,,Withdrawn,Out,,Out,5/26/2020,Winners Circle Thoroughbreds LLC
1092,,B,F,5/3/2018,Prospective,Goodbye Beautiful,Goodbye Doeny,GoodbyeBeautiful,"All In Sales (Tony Bowling), Agent III",FL,H,10.0,89,6/6,"Jo Dawn Martin, Agent for Suncoast Thoroughbreds","40,000",,,,All In Sales
1093,Twice the Price,DB/BR,C,4/3/2018,Violence,Goodlookinlucky,Lookin At Lucky,Goodlookinlucky,"Hoppel's Horse & Cattle Co., Inc., Agent VI",CA,9,out,,,Withdrawn,Out,,Out,4/20/2020,"Hoppel's Horse & Cattle Co., Inc."
1094,,DB/BR,C,4/30/2018,Lemon Drop Kid,Goodn'ready,More Than Ready,Goodnready,"Julie Davies LLC, Agent XII",FL,20,10.1,12,6/6,Clark O. Brewster,"150,000",,,,Davies Julie
1095,,CH,F,2/6/2018,Bayern,Gossip Mill,Bernstein,GossipMill,"Whitman Sales LLC, Agent I",ON,16,10.2,71,6/6,"8,000",Not Sold,,,,Whitman Sales
1096,,CH,C,2/4/2018,Not This Time,Grace Is Gone,Malibu Moon,GraceIsGone,"RiceHorse Stable (Brandon & Ali Rice), Agent I",KY,17,10.2,117,6/6,"95,000",Not Sold,,,,RiceHorse
1097,,B,C,3/20/2018,Lookin At Lucky,Graceland Kitten,Kitten's Joy,GracelandKitten,"Azpurua Stables, Agent I",KY,17,10.2,90,6/6,Reunion Racing Stables LLC,"13,000",,,,Azpurua Stables
1098,,CH,F,4/20/2018,Congrats,Grace of Hearts,Grand Slam,GraceofHearts,"Woodside Ranch, Agent I",KY,6,10.1,85,6/6,"Lauren Carlisle, Agent","50,000",,,,Woodside Ranch
1099,,B,C,5/31/2018,Medaglia d'Oro,Grand Mere,Bob and John,GrandMere,"Niall Brennan Stables, Agent VI",KY,8,out,,,Withdrawn,Out,,Out,5/20/2020,Brennan Niall
1100,,CH,C,1/18/2018,Super Saver,Grand Traverse Bay,Repriced,GrandTraverseBay,"Woodford Thoroughbreds, Agent XI",KY,17,out,,,Withdrawn,Out,,Out,4/20/2020,Woodford Thoroughbreds
1101,,B,C,2/8/2018,Social Inclusion,Gran Pashita,Horse Chestnut (SAF),GranPashita,"Off the Hook LLC, Agent",FL,13,out,,,Withdrawn,Out,,Out,4/20/2020,Off the Hook LLC
1102,,B,F,2/18/2018,Orb,Grassy Nellie,Belong to Me,GrassyNellie,"S B M Training and Sales, Agent IX",KY,15,out,,,Withdrawn,Out,,Out,5/29/2020,S B M Training and Sales
1103,,B,F,3/19/2018,Uncle Mo,Great Attraction,El Prado (IRE),GreatAttraction,"Off the Hook LLC, Agent XXIV",KY,13,out,,,Withdrawn,Out,,Out,6/12/2020,Off the Hook LLC
1104,,B,C,3/30/2018,Upstart,Greatest Reward,Grand Reward,GreatestReward,"Julie Davies LLC, Agent XXVI",FL,20,out,,,Withdrawn,Out,,Out,6/12/2020,Davies Julie
1105,Baltinglass,B,C,3/26/2018,Pioneerof the Nile,Great Intentions,Cat Thief,GreatIntentions,"Randy Bradshaw, Agent VIII",KY,18,out,,,Withdrawn,Out,,Out,4/21/2020,Bradshaw Randy
1106,,B,F,5/9/2018,Tiznow,Great Look,Giant's Causeway,GreatLook,"Top Line Sales LLC, Agent XXXVIII",KY,14,10.2,110,6/6,"Kim Valerio, Agent","60,000",,,,Top Line Sales
1107,,GR/RO,F,2/20/2018,Anchor Down,Grecian Star,Greek Sun,GrecianStar,Q Bar J Thoroughbreds LLC,MD,15,10.0,56,6/6,Haymarket Farm LLC,"65,000",,,,Q Bar J Thoroughbreds LLC
1108,,DB/BR,F,4/18/2018,More Than Ready,Greenfield d'Oro,Medaglia d'Oro,GreenfielddOro,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,10.1,80,6/6,Tempered Bloodstock,"195,000",,,,"Wavertree Stables, Inc."
1109,,GR/RO,C,5/4/2018,Super Saver,Greyciousness,Miswaki,Greyciousness,RiceHorse Stable (Brandon & Ali Rice),KY,17,10.1,38,6/6,Jeremiah O'Dwyer,"120,000",,,,RiceHorse
1110,,CH,C,5/19/2018,Hard Spun,Grey Stark,Tapit,GreyStark,"Niall Brennan Stables, Agent XXV",KY,8,22.1,73,6/6,Majed Alabdulkarim,"30,000",,,,Brennan Niall
1111,Sweet Guest,DB/BR,F,4/12/2018,Exaggerator,Guest House,Ghostzapper,GuestHouse,"All In Line Stables, Agent XI",KY,15,10.0,129,6/6,"Tom Clark, Agent for K2","115,000",PS,,,All In Line Stables
1112,,B,C,3/15/2018,Temple City,Guiltless,Bernardini,Guiltless,"Off the Hook LLC, Agent XVII",KY,13,10.1,76,6/6,"Donato Lanni, Agent","280,000",,,,Off the Hook LLC
1113,,B,F,3/21/2018,Candy Ride (ARG),Habiboo,Unbridled's Song,Habiboo,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",FL,5,10.1,20,6/6,"Steven W. Young, Agent","100,000",PS,,,"Wavertree Stables, Inc."
1114,,B,C,4/30/2018,Effinex,Halle's Aptitude,Aptitude,HallesAptitude,"G. A. Thoroughbred Sales, Agent I",NY,16,out,,,Withdrawn,Out,,Out,5/27/2020,G. A. Thoroughbred Sales
1115,Ghost Soldier,DB/BR,C,2/28/2018,Normandy Invasion,Halo's Notebook,Notebook,HalosNotebook,"Halcyon Hammock Farm, Agent III",NY,2,10.2,82,6/6,"37,000",Not Sold,,,,Halcyon Hammock Farm
1116,,DB/BR,C,4/22/2018,More Than Ready,Hanalei Hailey,Malibu Moon,HanaleiHailey,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY,5,10.1,106,6/6,Alrashid Stables LLC,"17,000",,,,"Wavertree Stables, Inc."
1117,,CH,C,3/29/2018,Frosted,Handwoven,Indian Charlie,Handwoven,"S B M Training and Sales, Agent VI",KY,15,out,,,Withdrawn,Out,,Out,5/29/2020,S B M Training and Sales
1118,,B,F,3/9/2018,Liam's Map,Hanna's Harmony,Stormin Fever,HannasHarmony,"S B M Training and Sales, Agent I",NY,15,out,,,Withdrawn,Out,,Out,5/29/2020,S B M Training and Sales
1119,,GR/RO,C,2/27/2018,Exaggerator,Happy Clapper,Awesome Again,HappyClapper,"Brick City Thoroughbreds, Agent VII",NY,19,10.2,23,6/6,KimDon Racing LLC,"50,000",,,,Brick City Thoroughbreds
1120,,B,C,3/18/2018,Speightster,Happy Flight,Majestic Warrior,HappyFlight,Grassroots Training & Sales LLC,KY,J,10.3,61,6/6,"27,000",Not Sold,,,,Grassroots Training & Sales LLC
1121,,GR/RO,C,5/11/2018,Medaglia d'Oro,Happy Now,Mr. Greeley,HappyNow,"Randy Bradshaw, Agent VIII",KY,18,out,,,Withdrawn,Out,,Out,3/27/2020,Bradshaw Randy
1122,,CH,C,2/16/2018,Mineshaft,Harass,Tale of the Cat,Harass,"Randy Miles, Agent III",KY,18,out,,,Withdrawn,Out,,Out,5/30/2020,Miles Randy
1123,,CH,C,2/5/2018,Fed Biz,Hardcore Candy,Yonaguska,HardcoreCandy,"Gayle Woods, Agent III",FL,6,out,,,Withdrawn,Out,,Out,5/27/2020,Woods Gayle
1124,Hard Lovin Kitten,B,C,1/30/2018,Kitten's Joy,Hard Lovin Woman,Rock Hard Ten,HardLovinWoman,"Eddie Woods, Agent XXXIII",KY,11,21.2,88,6/6,"Jonathan Thomas, Agent","200,000",,,,Woods Eddie
1125,,DB/BR,F,1/29/2018,Super Saver,Harlee Honey,Harlan's Holiday,HarleeHoney,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,6/12/2020,Eisaman Equine
1126,,DB/BR,C,4/12/2018,Malibu Moon,Harper's Song,Giant's Causeway,HarpersSong,"de Meric Sales, Agent XXXV",KY,12,10.2,55,6/6,Dennis Behrmann,"15,000",,,,de Meric Sales
1127,,DB/BR,F,3/7/2018,Mshawish,Hat Box,Street Cry (IRE),HatBox,"Niall Brennan Stables, Agent XXX",KY,8,out,,,Withdrawn,Out,,Out,6/12/2020,Brennan Niall
1128,,B,C,1/23/2018,Into Mischief,Haute Couture,Medaglia d'Oro,HauteCouture,"Gene Recio, Agent III",KY,17,out,,,Withdrawn,Out,,Out,5/18/2020,Recio Gene
1129,,B,F,1/16/2018,Air Force Blue,Havelsee,Tiznow,Havelsee,"Potrero Stables, Agent I",FL,19,22.1,54,6/6,Olympia Stables,"8,000",,,,Potrero Stables
1130,,B,C,2/20/2018,Outwork,Haynestown Lady,Haynesfield,HaynestownLady,"Top Line Sales LLC, Agent XIX",KY,14,21.2,16,6/6,Antonio Sano,"35,000",,,,Top Line Sales
1131,,CH,C,4/22/2018,Mizzen Mast,Head for Home,Whiskey Wisdom,HeadforHome,Grassroots Training & Sales LLC,KY,J,10.0,2,6/6,Raymond Kuah,"105,000",,,,Grassroots Training & Sales LLC
1132,,B,F,3/30/2018,Laoban,Heartless,Heatseeker (IRE),Heartless,"Sequel Bloodstock, Agent",NY,9,21.1,58,6/6,"P.A. Everard, Agent","40,000",,,,Sequel Bloodstock
1133,,B,F,3/5/2018,Summer Front,Heart of Midway,Stevie Wonderboy,HeartofMidway,"Kings Equine, Agent XVI",KY,1,10.0,5,6/6,John Ballantyne / NBS Stables,"170,000",,,,Kings Equine
1134,,B,F,4/16/2018,Tonalist,Heart Rate,Mr. Greeley,HeartRate,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,6/12/2020,Eisaman Equine
1135,Prairie,B,C,2/10/2018,War Front,Heath,Pulpit,Heath,"Harris Training Center LLC, Agent II",KY,13,10.1,34,6/6,"140,000",Not Sold,,,,Harris Training Center LLC
1136,,CH,C,4/14/2018,Tale of Ekati,Heavenly Deed,Shadeed,HeavenlyDeed,"Top Line Sales LLC, Agent VI",KY,14,out,,,Withdrawn,Out,,Out,6/6/2020,Top Line Sales
1137,,DB/BR,C,3/5/2018,Competitive Edge,Hedy Hopper,Victory Gallop,HedyHopper,"Grassroots Training & Sales LLC, Agent",NY,J,10.2,83,6/6,"35,000",Not Sold,,,,Grassroots Training & Sales LLC
1138,,CH,C,3/4/2018,Danza,Heir Gone Wild,Wildcat Heir,HeirGoneWild,"Harris Training Center LLC, Agent",KY,13,out,,,Withdrawn,Out,,Out,5/12/2020,Harris Training Center LLC
1139,,CH,C,2/21/2018,Kantharos,Heirness,Five Star Day,Heirness,"Off the Hook LLC, Agent VIII",KY,13,10.1,134,6/6,Brilliant Racing LLC & Sam Aguiar,"30,000",,,,Off the Hook LLC
1140,,B,F,4/12/2018,Kantharos,Heir Worthy,Medaglia d'Oro,HeirWorthy,"Randy Bradshaw, Agent VIII",KY,18,10.1,103,6/6,Chris Schoeller,"10,000",,,,Bradshaw Randy
1141,,DB/BR,C,5/1/2018,Not This Time,Hen Escape,Henny Hughes,HenEscape,"Woodford Thoroughbreds, Agent I",KY,17,21.1,33,6/6,"Jeffrey Bloom, Agent","100,000",,,,Woodford Thoroughbreds
1142,,B,F,3/30/2018,Khozan,Henny Betty,Henny Hughes,HennyBetty,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent I",FL,2,out,,,Withdrawn,Out,,Out,3/30/2020,Journeyman Bloodstock
1143,,B,F,3/18/2018,Outwork,Hey Julie,Strong Hope,HeyJulie,"Gene Recio, Agent VI",KY,17,10.3,62,6/6,Sporting Age Corp.,"8,000",,,,Recio Gene
1144,Saved At the Wire,DB/BR,F,5/1/2018,Super Saver,High Cry,Street Cry (IRE),HighCry,"Santa Fe Thoroughbreds, Agent III",KY,G,out,,,Withdrawn,Out,,Out,5/22/2020,Santa Fe Thoroughbreds
1145,R Jenkins,DB/BR,C,5/21/2018,Effinex,Higher Incentive,Freud,HigherIncentive,"Mayberry Farm, Agent I",NY,B,out,,,Withdrawn,Out,,Out,4/20/2020,Mayberry Farm
1146,,GR/RO,F,2/17/2018,Exaggerator,Higher World,Peaks and Valleys,HigherWorld,"S G V Thoroughbreds LLC (Steven Venosa), Agent",ON,1,22.0,91,6/6,"John Sacco, Agent for Mary Ellen Biamonte","60,000",,,,S G V Thoroughbreds
1147,,CH,C,4/29/2018,Noble Mission (GB),Highest Ground,Lemon Drop Kid,HighestGround,All Dreams Equine,KY,20,21.1,114,6/6,Ronald Spatz,"25,000",PS,,,All Dreams Equine
1148,,DB/BR,C,3/28/2018,Tapiture,High Flying Adore,Fusaichi Pegasus,HighFlyingAdore,"Julie Davies LLC, Agent XXIV",NY,20,10.0,74,6/6,"62,000",Not Sold,,,,Davies Julie
1149,,DB/BR,F,3/4/2018,Hard Spun,High Wire Act,Medallist,HighWireAct,"Eisaman Equine, Agent",KY,7,10.0,21,6/6,"Belladonna Racing II, LLC","440,000",,,,Eisaman Equine
1150,,DB/BR,F,1/23/2018,Jess's Dream,Holiday Flare,Harlan's Holiday,HolidayFlare,Ocala Stud,FL,4,21.2,53,6/6,"Karl & Cathi Glassman - E Plesa, Agent","95,000",,,,Ocala Stud
1151,,DB/BR,F,4/8/2018,Pioneerof the Nile,Holiday Soiree,Harlan's Holiday,HolidaySoiree,Grassroots Training & Sales LLC,KY,J,10.2,42,6/6,"Jeffrey Bloom, Agent","70,000",,,,Grassroots Training & Sales LLC
1152,,DB/BR,F,1/19/2018,Exaggerator,Holiday Wishes,Harlan's Holiday,HolidayWishes,Grassroots Training & Sales LLC,NY,J,10.0,120,6/6,"85,000",Not Sold,,,,Grassroots Training & Sales LLC
1153,,DB/BR,C,4/5/2018,War Dancer,Holy Smokie,Holy Bull,HolySmokie,Grassroots Training & Sales LLC,NY,J,out,,,Withdrawn,Out,,Out,6/12/2020,Grassroots Training & Sales LLC
1154,,DB/BR,F,2/21/2018,Paynter,Homecoming Dance,Vindication,HomecomingDance,"Woodside Ranch, Agent II",KY,6,10.0,3,6/4,"Kenneth McPeek, Agent","210,000",,,,Woodside Ranch
1155,,CH,C,4/8/2018,Carpe Diem,Home of the Blues,Street Cry (IRE),HomeoftheBlues,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XX",KY,5,21.1,49,6/6,"72,000",Not Sold,,,,"Wavertree Stables, Inc."
1156,,B,F,5/1/2018,War Front,Homesteading,Unbridled's Song,Homesteading,"Equinox, Inc., Agent",KY,F,out,,,Withdrawn,Out,,Out,4/20/2020,"Equinox, Inc."
1157,,B,C,5/2/2018,Bernardini,Honest Gold,Medaglia d'Oro,HonestGold,"Bobby Dodd, Agent V",FL,10,10.1,100,6/6,"Jonathan Thomas, Agent","200,000",,,,Dodd Bobby
1158,,B,F,3/18/2018,Gemologist,Honky Tonk Rose,Forest Wildcat,HonkyTonkRose,"Woodside Ranch, Agent I",KY,6,10.0,18,6/6,"37,000",Not Sold,,,,Woodside Ranch
1159,,B,F,2/3/2018,American Pharoah,Hope Rules,Sky Mesa,HopeRules,"de Meric Sales, Agent II",KY,12,out,,,Withdrawn,Out,,Out,2/25/2020,de Meric Sales
1160,Polished Chrome,B,C,4/10/2018,California Chrome,Hotlantic,Stormy Atlantic,Hotlantic,"Woodford Thoroughbreds, Agent III",KY,17,out,,,Withdrawn,Out,,Out,4/16/2020,Woodford Thoroughbreds
1161,,CH,F,3/22/2018,Super Saver,Hot Rendezvous,Macho Uno,HotRendezvous,"Harris Training Center LLC, Agent",KY,13,10.1,109,6/6,"Frank Alosa, Agent for Windylea Farm LLC","10,000",,,,Harris Training Center LLC
