hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
896,I,2023,,CH,C,03/18/2023,Kantharos,Cloud Striker,223,Smart Strike,"Mayberry Farm, Agent II",,Mayberry Farm,KY,B,RNA,-95000,,,10.1," 1/8",04/11/2025,2,90,
897,O,2023,,B,C,02/27/2023,Maclean's Music,Cloudy Vow,224,Broken Vow,"Top Line Sales LLC, Agent XXXVII",,Top Line Sales LLC,KY,1,OUT,,,04/10/2025,,,,,,
898,I,2023,,B,F,04/23/2023,Hard Spun,Colby,225,Super Saver,"Ocala Stud, Agent",,Ocala Stud,KY,4,Gainesway Farm,335000,,,20.3," 1/4",04/11/2025,1,44,
899,I,2023,Joyous Collusion,CH,F,03/24/2023,Kitten's Joy,Collusiva (IRE),226,Shamardal,"White Lilac (Katie Miranda), Agent IV",,White Lilac (Katie Miranda),NJ,17,RNA,-32000,,,21.3," 1/4",04/11/2025,2,101,
900,O,2023,,DB/BR,C,05/07/2023,Independence Hall,Colonel Dettwiller,227,Colonel John,"CM Thoroughbreds, Agent II",,CM Thoroughbreds,KY,D,OUT,,,04/07/2025,,,,,,
901,I,2023,,B,F,02/17/2023,Dialed In,Colonial Empress,228,Empire Maker,"Majestic, Agent XVI",,Majestic,KY,13,Harmash Racing,75000,,,10.0," 1/8",04/11/2025,2,88,
902,O,2023,,CH,C,04/09/2023,Lexitonian,Come On Cozzene,229,Devine Cozzene,"Top Line Sales LLC, Agent XXII",,Top Line Sales LLC,KY,1,OUT,,,04/10/2025,,,,,,
903,I,2023,,B,C,02/15/2023,Silver State,Comic,230,Distorted Humor,"Envision Equine, Agent",,Envision Equine,FL,D,JPM Bloodstock,335000,,,9.4," 1/8",04/11/2025,1,13,
904,O,2023,,CH,F,05/10/2023,Bucchero,Compact Powder,231,Street Cry (IRE),"Longoria Training & Sales, Agent IV",,Longoria Training & Sales,FL,7,OUT,,,04/17/2025,,,,,,
905,O,2023,,B,F,02/24/2023,Charlatan,Compensate,232,Liam's Map,"Tom McCrocklin, Agent VI",,Tom McCrocklin,VA,18,OUT,,,04/11/2025,,,,,,
906,O,2023,Coco Creed,B,F,03/16/2023,Jimmy Creed,Competitivebalance,233,Into Mischief,"Mayberry Farm, Agent",,Mayberry Farm,FL,B,OUT,,,04/17/2025,,,,,,
907,I,2023,,B,F,02/12/2023,Tiz the Law,Concerned,234,Bodemeister,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,"Gary Contessa, Agent for Lee Pokoik",95000,,,10.1," 1/8",04/11/2025,1,11,
908,I,2023,,DB/BR,C,02/20/2023,Twirling Candy,Concinnous,235,El Corredor,"de Meric Sales, Agent XV",,de Meric Sales,FL,12,RNA,-65000,,,10.2," 1/8",04/11/2025,2,70,
909,I,2023,,DB/BR,C,03/16/2023,Independence Hall,Condi,236,Elusive Quality,RiceHorse Stable (Brandon & Ali Rice),,RiceHorse Stable (Brandon & Ali Rice),KY,6,Carson McCord,150000,,,10.1," 1/8",04/11/2025,1,23,
910,I,2023,Truda,B,F,04/18/2023,War of Will,Conductress,237,Candy Ride (ARG),"Silvestre Chavez Thoroughbreds, Agent for Nova Stables",,Silvestre Chavez Thoroughbreds,KY,17,RNA,-50000,,,10.0," 1/8",04/11/2025,3,127,
911,I,2023,,GR/RO,F,03/08/2023,Volatile,Congregation,238,Hold Me Back,"Silvestre Chavez Thoroughbreds, Agent II",,Silvestre Chavez Thoroughbreds,KY,17,N B S Stable,130000,,,21.2," 1/4",04/11/2025,1,16,
912,O,2023,,CH,C,03/10/2023,Charlatan,Conquering,239,War Front,"Eddie Woods, Agent VIII",,Eddie Woods,KY,11,OUT,,,04/17/2025,,,,,,
913,I,2023,,CH,F,04/14/2023,Not This Time,Conquest Angel,240,Colonel John,Ocala Stud,,Ocala Stud,KY,4,"Heather Smullen, Agent",50000,,,21.3," 1/4",04/11/2025,1,5,
914,O,2023,,B,C,03/06/2023,Uncle Mo,Conquest Superstep,241,Super Saver,"Mayberry Farm, Agent IX",,Mayberry Farm,KY,B,OUT,,,04/08/2025,,,,,,
915,O,2023,,B,F,03/19/2023,Gun Runner,Conquest Tapdance,242,Tapit,"Ocala Stud, Agent",,Ocala Stud,KY,4,OUT,,,04/05/2025,,,,,,
916,I,2023,,B,F,04/10/2023,Good Magic,Contingency Plan,243,Into Mischief,"de Meric Sales, Agent XIV",,de Meric Sales,KY,12,George Mellon,280000,,,10.0," 1/8",04/11/2025,3,114,
917,O,2023,,B,C,01/25/2023,Violence,Convoluted,244,Distorted Humor,"Azpurua Stables, Agent I",,Azpurua Stables,KY,17,OUT,,,04/03/2025,,,,,,
918,I,2023,,B,F,05/04/2023,Practical Joke,Conway Two Step,245,Spanish Steps,"Pick View LLC, Agent VII",,Pick View LLC,KY,G,"Legion Bloodstock, Agent",300000,,,20.4," 1/4",04/11/2025,1,29,
919,O,2023,,DB/BR,F,03/28/2023,Maxfield,Cookie Dough,246,Brethren,"Richardson Bloodstock, Agent II",,Richardson Bloodstock,KY,G,OUT,,,04/11/2025,,,,,,
920,I,2023,,DB/BR,C,03/26/2023,Redesdale,Cool Johanna,247,Johannesburg,"Omar Ramirez Bloodstock, Agent IX",,Omar Ramirez Bloodstock,NY,14,"Chad Schumer, Agent",70000,,,10.0," 1/8",04/11/2025,2,87,
921,O,2023,,B,C,03/29/2023,Silver State,Cool Munnings,248,Munnings,"Tom McCrocklin, Agent VI",,Tom McCrocklin,FL,18,OUT,,,04/11/2025,,,,,,
922,I,2023,,B,F,01/05/2023,Leinster,Cool O Toole,249,Treasure Beach (GB),"Blue River Bloodstock, Inc., Agent I",,Blue River Bloodstock,FL,20,RNA,-17000,,,21.1," 1/4",04/11/2025,1,49,
923,I,2023,,B,F,04/22/2023,Silver State,Cool Spring,250,Concord Point,"Niall Brennan Stables, Agent XVI",,Niall Brennan Stables,NY,8,RNA,-18000,,,10.2," 1/8",04/11/2025,3,115,
924,I,2023,,CH,C,04/06/2023,Code of Honor,Corey's Holiday,251,Harlan's Holiday,"Omar Ramirez Bloodstock, Agent X",,Omar Ramirez Bloodstock,KY,14,MM Bloodstock,30000,Y,,10.2," 1/8",04/11/2025,3,126,
925,I,2023,,CH,C,05/11/2023,Kantharos,Corner Three,252,Scat Daddy,"Doble J Equine Sales, Agent II",,Doble J Equine Sales,NY,C,"Sallusto & Kimmel, Agent for Winning Move Stable",200000,,,10.0," 1/8",04/11/2025,1,56,
926,O,2023,,B,C,05/03/2023,Essential Quality,Corps de Ballet,253,Speightstown,"Tom McCrocklin, Agent XXII",,Tom McCrocklin,KY,18,OUT,,,04/11/2025,,,,,,
927,I,2023,,B,C,03/14/2023,Omaha Beach,Cosmic Code,254,Into Mischief,"Randy Miles, Agent XXV",,Randy Miles,KY,19,Panic Stable,150000,,,21.2," 1/4",04/11/2025,1,43,
928,O,2023,,DB/BR,F,03/09/2023,Not This Time,Cougarstown,255,Speightstown,"Eddie Woods, Agent XXXVI",,Eddie Woods,KY,11,OUT,,,04/18/2025,,,,,,
929,O,2023,,B,C,03/10/2023,McKinzie,Count On Caroline,256,Sky Mesa,"Hartley / DeRenzo Thoroughbreds LLC, Agent II",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/14/2025,,,,,,
930,I,2023,,B,F,03/06/2023,Army Mule,County Club,257,City Zip,"Envision Equine, Agent",,Envision Equine,FL,D,Thompson Racing LLC,45000,,,10.0," 1/8",04/11/2025,3,119,
931,I,2023,,B,F,03/24/2023,Neolithic,Courageous Cajun,258,Treasure Beach (GB),"Blue River Bloodstock, Inc., Agent I",,Blue River Bloodstock,FL,20,Heather Smullen,20000,Y,,10.2," 1/8",04/11/2025,3,111,
932,O,2023,Courageous Diane,DB/BR,F,03/27/2023,Neolithic,Courageous Julie,259,Pioneerof the Nile,"McKathan Bros. Sales, Agent II",,McKathan Bros. Sales,MD,6,OUT,,,04/11/2025,,,,,,
933,O,2023,,B,C,02/08/2023,Into Mischief,Cover Song,260,Fastnet Rock (AUS),"de Meric Sales, Agent I",,de Meric Sales,KY,12,OUT,,,03/07/2025,,,,,,
934,I,2023,,CH,F,04/14/2023,Omaha Beach,Coworth Park,261,Lea,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,"Bradley Thoroughbreds LLC, Agent",140000,,,21.2," 1/4",04/11/2025,1,42,
935,I,2023,,B,C,05/04/2023,Silver State,Coy Cat,262,Hold That Tiger,"Tom McCrocklin, Agent VI",,Tom McCrocklin,KY,18,RNA,-335000,,,20.3," 1/4",04/11/2025,1,2,
936,O,2023,,B,F,04/25/2023,Vekoma,Crafty Lass,263,Liam's Map,"Majestic, Agent V",,Majestic,KY,13,OUT,,,04/09/2025,,,,,,
937,I,2023,Two Pearl Penny,DB/BR,F,02/08/2023,Silver State,Crazy Mary,264,Super Saver,"Harris Training Center LLC, Agent VII",,Harris Training Center LLC,NY,13,Cherry Valley Farm,120000,,,10.1," 1/8",04/11/2025,1,4,
938,I,2023,,CH,F,04/22/2023,Tacitus,Crescenda,265,Bowman's Band,"Tom McCrocklin, Agent VI",,Tom McCrocklin,FL,18,RNA,-70000,,,21.1," 1/4",04/11/2025,2,65,
939,O,2023,,CH,F,05/10/2023,Vekoma,Cruzin On In,266,Stormy Atlantic,"Abracadabra Farm, Agent V",,Abracadabra Farm,KY,9,OUT,,,03/24/2025,,,,,,
940,I,2023,,DB/BR,F,03/13/2023,Spun to Run,Cuff Me,267,Officer,"Blue Sapphire Stables, Agent I",,Blue Sapphire Stables,KY,16,"Michael Pender, Agent",27000,,,10.2," 1/8",04/11/2025,2,105,
941,I,2023,,B,F,05/18/2023,Known Agenda,Curio,268,Bernardini,"Niall Brennan Stables, Agent XV",,Niall Brennan Stables,NY,8,"Brenda Zoppo, Agent",30000,,,10.2," 1/8",04/11/2025,2,96,
942,O,2023,,CH,F,03/25/2023,Practical Joke,Curlin's Truth,269,Curlin,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VIII",,Wavertree Stables,NY,5,OUT,,,04/11/2025,,,,,,
943,I,2023,,B,F,04/19/2023,Midshipman,Curly Wurly,270,Curlin,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,Vincent Conanan,37000,,,10.3," 1/8",04/11/2025,3,113,
944,I,2023,,B,F,02/12/2023,Quality Road,Czarina,271,Bernardini,"Top Line Sales LLC, Agent XL",,Top Line Sales LLC,KY,1,Rodney Shockley,50000,,,10.1," 1/8",04/11/2025,2,95,
945,O,2023,,DB/BR,F,04/04/2023,McKinzie,Daddy's Diva,272,Scat Daddy,"Richardson Bloodstock, Agent IV",,Richardson Bloodstock,KY,G,OUT,,,04/14/2025,,,,,,
946,O,2023,,DB/BR,F,03/06/2023,Yaupon,Daddysneverready,273,Scat Daddy,"Hoppel LLC, Agent II",,Hoppel LLC,NY,7,OUT,,,04/11/2025,,,,,,
947,I,2023,,B,C,05/04/2023,Palace Malice,Daisy Elle,274,Ghostzapper,"Top Line Sales LLC, Agent I",,Top Line Sales LLC,KY,1,Daigneault Thoroughbreds LLC,150000,,,10.0," 1/8",04/11/2025,2,74,
948,O,2023,,CH,C,03/26/2023,Audible,Danceformunny,275,Munnings,"Camelot Acres Racing and Sales, Agent I",,Camelot Acres Racing and Sales,KY,11,OUT,,,04/18/2025,,,,,,
949,O,2023,Full Card,B,F,04/20/2023,War Front,Danceland,276,Tapit,"Top Line Sales LLC, Agent XL",,Top Line Sales LLC,KY,1,OUT,,,04/10/2025,,,,,,
950,I,2023,,B,C,02/12/2023,Bolt d'Oro,Dancing Anna,277,Cuvee,"Limitless Thoroughbred LLC, Agent",,Limitless Thoroughbred LLC,KY,16,"horseOlogy, Agent, Franklin Ave. Equine LLC",200000,,,10.0," 1/8",04/11/2025,2,75,
951,I,2023,,CH,F,03/19/2023,Good Magic,Dancing Class,278,Orb,"Hidden Brook, Agent II",,Hidden Brook,KY,1,Carlo Vaccarezza,40000,,,10.1," 1/8",04/11/2025,3,125,
952,I,2023,,B,F,05/22/2023,Core Beliefs,Dandy Candy,279,Candy Ride (ARG),"Navas Equine, Agent III",,Navas Equine,IN,15,RNA,-17000,,,10.2," 1/8",04/11/2025,3,117,
953,I,2023,,B,F,04/25/2023,City of Light,Dark Farewell,280,Adios Charlie,"Abracadabra Farm, Agent I",,Abracadabra Farm,KY,9,RNA,-95000,,,10.0," 1/8",04/11/2025,2,61,
954,I,2023,,DB/BR,F,03/05/2023,Core Beliefs,Dawson Springs,281,Empire Maker,Wildheart Thoroughbreds LLC,,Wildheart Thoroughbreds LLC,PA,16,RNA,-17000,,,10.3," 1/8",04/11/2025,2,103,
955,I,2023,,DB/BR,C,03/12/2023,Yaupon,Dazzletown,282,Speightstown,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",,Wavertree Stables,KY,5,Bill & Corinne Heiligbrodt / Ken Reimer,225000,Y,,20.4," 1/4",04/11/2025,1,7,
956,I,2023,,B,F,03/24/2023,Constitution,Dear Elaine,283,Broken Vow,"Tom McCrocklin, Agent VI",,Tom McCrocklin,KY,18,Case Clay Thoroughbred Management,400000,,,20.4," 1/4",04/11/2025,1,24,
957,I,2023,,B,C,04/25/2023,Uncle Mo,Deceptive Vision,284,A.P. Indy,"Eddie Woods, Agent XXXVIII",,Eddie Woods,KY,11,Carson McCord,200000,,,21.1," 1/4",04/11/2025,1,6,
958,O,2023,Mo Rapido,DB/BR,G,03/10/2023,Uncle Chuck,Decrypt,285,Candy Ride (ARG),"Santa Fe Thoroughbreds, Agent II",,Santa Fe Thoroughbreds,FL,3,OUT,,,03/25/2025,,,,,,
959,I,2023,,CH,C,02/24/2023,Maximum Security,Deep Space,286,Curlin,New Hope AB LLC,,New Hope AB LLC,KY,17,HRH Prince Abdulaziz AL Saud,65000,,,10.2," 1/8",04/11/2025,2,73,
960,I,2023,,B,F,02/20/2023,Charlatan,Defy,287,Into Mischief,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,"McMahon and Hill, Agent",100000,,,10.1," 1/8",04/11/2025,3,109,
961,I,2023,,CH,F,04/08/2023,Not This Time,Desert Duchess,288,Hard Spun,"de Meric Sales, Agent III",,de Meric Sales,KY,12,First Row Partners,300000,,,10.0," 1/8",04/11/2025,1,31,
962,I,2023,,CH,C,04/17/2023,Street Boss,Desert Gazelle,289,Smart Strike,"Best A Luck Farm LLC, Agent XI",,Best A Luck Farm LLC,PA,3,"Alabdullatif Bloodstock, Agent",55000,,,10.0," 1/8",04/11/2025,2,107,
963,I,2023,,CH,F,04/28/2023,Maclean's Music,Designer Legs,290,Graeme Hall,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,Mahmud Mouni,40000,,,10.2," 1/8",04/11/2025,2,59,
964,O,2023,Mo's Smoke Show,B,F,01/24/2023,Uncle Chuck,Devilinareddress,291,Monsieur Cat,"Eddie Woods, Agent XXVI",,Eddie Woods,FL,11,OUT,,,03/31/2025,,,,,,
965,O,2023,,B,C,03/16/2023,Beau Liam,Devil's Envy,292,Atta Boy Roy,"Paul Sharp, Agent XII",,Paul Sharp,KY,8,OUT,,,03/24/2025,,,,,,
966,I,2023,,DB/BR,C,02/04/2023,Independence Hall,Diamond Hill,293,Artie Schiller,"Britton Peak, Agent",,Britton Peak,KY,19,RNA,-240000,,,10.1," 1/8",04/11/2025,2,104,
967,O,2023,,B,F,04/07/2023,City of Light,Diamonds and Rust,295,Curlin,"Harris Training Center LLC, Agent I",,Harris Training Center LLC,KY,13,OUT,,,04/08/2025,,,,,,
968,I,2023,Honor Society,DB/BR,F,03/20/2023,Honor Code,Diamonds R Trump,294,Hear No Evil,"S B M Training and Sales, Agent X",,S B M Training and Sales,KY,2,Aero Racing Stable,12500,Y,,10.3," 1/8",04/11/2025,2,85,
969,I,2023,,B,C,01/30/2023,Maximus Mischief,Diane's Ready,296,More Than Ready,Kinsman Farm,,Kinsman Farm,KY,6,"Chad Summers, Agent",210000,,,10.0," 1/8",04/11/2025,2,67,
970,I,2023,,B,C,04/07/2023,Tiz the Law,Dictate Cool,297,Curlin,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,Flatland Racing Stables,825000,,,10.0," 1/8",04/11/2025,1,8,
971,I,2023,,DB/BR,F,02/18/2023,Yaupon,Differ,298,Pulpit,"Grade One Investments LLC, Agent I",,Grade One Investments LLC,KY,14,Vincent Conanan,40000,Y,,10.2," 1/8",04/11/2025,1,55,
972,I,2023,,DB/BR,F,03/02/2023,Cloud Computing,Distinguished Lady,299,Mission Impazible,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",,Wavertree Stables,KY,5,William Simon,150000,,,21.0," 1/4",04/11/2025,2,83,
973,I,2023,,CH,F,03/14/2023,Engage,Distorted Sunrays,300,Drosselmeyer,"Ordonez Thoroughbreds, Agent",,Ordonez Thoroughbreds,FL,14,Armando de La Cerda,40000,,,10.1," 1/8",04/11/2025,2,78,
974,I,2023,,CH,C,05/15/2023,Munnings,Distracting,301,Distorted Humor,"Eddie Woods, Agent XIV",,Eddie Woods,KY,11,Dr. Fawzy Bouresly,40000,,,10.1," 1/8",04/11/2025,2,60,
975,O,2023,,DB/BR,F,04/05/2023,Maxfield,Diva's Tribute,302,Henny Hughes,"Harris Training Center LLC, Agent XI",,Harris Training Center LLC,KY,13,OUT,,,04/04/2025,,,,,,
976,I,2023,,GR/RO,F,02/05/2023,Constitution,Diva Style,303,Unbridled's Song,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XX",,Wavertree Stables,KY,5,RNA,-125000,,,10.0," 1/8",04/11/2025,3,116,
977,I,2023,,GR/RO,C,05/03/2023,Volatile,Divina Carina,304,Malibu Moon,Abracadabra Farm,,Abracadabra Farm,KY,9,Carson McCord,155000,,,10.1," 1/8",04/11/2025,1,12,
978,I,2023,,B,F,04/30/2023,Nyquist,Divine Mercy,305,Bernardini,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,"Patrice Miller EQB, Inc., Agent",370000,,,10.0," 1/8",04/11/2025,1,33,
979,O,2023,,GR/RO,F,03/06/2023,Frosted,Dixie Serenade,306,Uptowncharlybrown,"Harris Training Center LLC, Agent II",,Harris Training Center LLC,PA,13,OUT,,,04/04/2025,,,,,,
980,I,2023,,B,C,04/14/2023,Silver State,Donna Getyourgun,307,Stormy Atlantic,"Two Oaks Equine, Agent",,Two Oaks Equine,KY,15,Alexander Martinez,5000,,,10.3," 1/8",04/11/2025,2,94,
981,O,2023,,DB/BR,F,04/26/2023,Not This Time,Dontmesswithjoanne,308,Pioneerof the Nile,"Lucan Bloodstock (Karl Keegan), Agent I",,Lucan Bloodstock (Karl Keegan),KY,18,OUT,,,04/01/2025,,,,,,
982,I,2023,,B,F,04/13/2023,Maclean's Music,Doritza,309,Mineshaft,"Majestic, Agent VIII",,Majestic,KY,13,Harmash Racing,70000,,,10.0," 1/8",04/11/2025,1,10,
983,O,2023,,GR/RO,C,02/02/2023,Speightstown,Dos Vinos,310,Twirling Candy,"Hartley / DeRenzo Thoroughbreds LLC, Agent VI",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/11/2025,,,,,,
984,I,2023,,CH,C,04/30/2023,Tapit,Dothraki Sea,311,Union Rags,"Randy Miles, Agent XXVI",,Randy Miles,KY,19,Mahmud Mouni,490000,,,21.2," 1/4",04/11/2025,2,82,
985,I,2023,,B,C,04/09/2023,Speightstown,Double Code,312,Honor Code,"Longoria Training & Sales, Agent",,Longoria Training & Sales,FL,7,Carson McCord,135000,,,10.1," 1/8",04/11/2025,1,21,
986,I,2023,,DB/BR,F,04/13/2023,Cairo Prince,Dovima,313,Union Rags,"Eddie Woods, Agent III",,Eddie Woods,KY,11,"Klaravich Stable, Inc.",325000,,,20.4," 1/4",04/11/2025,1,35,
987,I,2023,,B,C,03/04/2023,Girvin,Down Payment,314,Super Saver,Ocala Stud,,Ocala Stud,FL,4,"Fernando Abreu, Agent",13000,,,21.4," 1/4",04/11/2025,2,80,
988,I,2023,,B,C,03/28/2023,Gone Astray,Dramamina,315,Big Drama,"Azpurua Stables, Agent IV",,Azpurua Stables,FL,17,"Chad Summers, Agent",40000,,,10.1," 1/8",04/11/2025,1,38,
989,I,2023,,B,F,01/07/2023,Maxfield,Dreamalildreamofu,316,Commissioner,"Top Line Sales LLC, Agent III",,Top Line Sales LLC,KY,1,Tracy L. Anderson,3000,,,10.1," 1/8",04/11/2025,1,3,
990,O,2023,,CH,C,02/08/2023,Gun Runner,Dream Passage,317,Stormy Atlantic,"Niall Brennan Stables, Agent XIII",,Niall Brennan Stables,KY,8,OUT,,,04/18/2025,,,,,,
991,I,2023,,DB/BR,F,05/14/2023,Maxfield,Dreams Are Made,318,Tapit,"Adios Amigos, Agent",,Adios Amigos,KY,H,Glockenburg LLC,32000,Y,,10.1," 1/8",04/11/2025,2,100,
992,O,2023,Speed Walking,DB/BR,F,04/29/2023,Improbable,Dream Walking,319,Midnight Lute,"RiceHorse Stable (Brandon & Ali Rice), Agent III",,RiceHorse Stable (Brandon & Ali Rice),NY,6,OUT,,,04/08/2025,,,,,,
993,I,2023,,DB/BR,F,04/16/2023,Frosted,Driver's Girl,320,Candy Ride (ARG),"Global Thoroughbreds LLC, Agent",,Global Thoroughbreds LLC,KY,6,Irosofun Stables,17000,,,10.3," 1/8",04/11/2025,3,121,
994,O,2023,,B,C,05/15/2023,Gun Runner,Drumette,321,Henny Hughes,"Hoppel LLC, Agent XVII",,Hoppel LLC,FL,7,OUT,,,04/18/2025,,,,,,
995,I,2023,,B,F,03/02/2023,McKinzie,Drunk Dial,322,Dialed In,"Omar Ramirez Bloodstock, Agent XVII",,Omar Ramirez Bloodstock,LA,14,Justin Casse,120000,,,10.0," 1/8",04/11/2025,1,18,
996,O,2023,,B,F,04/17/2023,Yaupon,Dubai Moon,323,Malibu Moon,"Tom McCrocklin, Agent XV",,Tom McCrocklin,NY,18,OUT,,,04/11/2025,,,,,,
997,O,2023,,GR/RO,C,01/23/2023,The Factor,Dublin Girl,324,Dublin,"de Meric Sales, Agent XVIII",,de Meric Sales,FL,12,OUT,,,04/11/2025,,,,,,
998,O,2023,,DB/BR,F,03/31/2023,Rock Your World,Duchess of Sussex,325,Palace Malice,"Hernandez Stables, Inc.",,Hernandez Stables,KY,13,OUT,,,04/18/2025,,,,,,
999,O,2023,Chili Palmer,GR/RO,C,04/08/2023,Essential Quality,Ducru,326,Broken Vow,"J V C Training and Sales, Agent V",,JVC Training and Sales,KY,15,OUT,,,04/06/2025,,,,,,
1000,O,2023,Omega Beach,B,F,02/28/2023,Omaha Beach,Duplicate Kitten,327,Kitten's Joy,J R Racing Stables,,J R Racing Stables,KY,C,OUT,,,04/04/2025,,,,,,
1001,I,2023,,GR/RO,F,04/03/2023,Liam's Map,Durga Devi (IRE),328,Galileo (IRE),"Niall Brennan Stables, Agent XXIV",,Niall Brennan Stables,KY,8,Cammarota Racing LLC,20000,,,10.4," 1/8",04/11/2025,3,129,
1002,I,2023,,GR/RO,F,04/06/2023,Volatile,D'ya Knowwhatimean,329,Broken Vow,"Abracadabra Farm, Agent III",,Abracadabra Farm,KY,9,RNA,-120000,,,10.2," 1/8",04/11/2025,3,108,
1003,O,2023,,B,C,05/22/2023,Beau Liam,Dynamic Holiday,330,Harlan's Holiday,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",,Wavertree Stables,NY,5,OUT,,,04/18/2025,,,,,,
1004,I,2023,,DB/BR,C,05/05/2023,Cloud Computing,Earned,331,Flatter,"S B M Training and Sales, Agent",,S B M Training and Sales,IN,2,Carson McCord,75000,,,10.2," 1/8",04/11/2025,1,19,
1005,I,2023,,B,C,03/10/2023,Audible,Easter Rising,332,Declaration of War,"Randy Miles, Agent XXVII",,Randy Miles,NY,19,S.R.O.A. (K.O.I.D.),40000,,,10.4," 1/8",04/11/2025,3,110,
1006,O,2023,,GR/RO,C,03/27/2023,Vino Rosso,Easy On the Sugar,333,Frosted,"Randy Miles, Agent XXVIII",,Randy Miles,KY,19,OUT,,,04/11/2025,,,,,,
1007,O,2023,,DB/BR,F,05/16/2023,Uncle Chuck,Ebony Moment,334,Smart Strike,"Abracadabra Farm, Agent II",,Abracadabra Farm,FL,9,OUT,,,04/11/2025,,,,,,
1008,I,2023,,B,F,05/20/2023,Girvin,E B Ryder,335,Bluegrass Cat,La Mancha Farm (Michael V. Laurato),,La Mancha Farm (Michael V. Laurato),FL,C,Peter Norman Haferkamp,27000,,,10.3," 1/8",04/11/2025,2,84,
1009,I,2023,,CH,F,02/10/2023,Lexitonian,Echological,336,Tale of Ekati,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,Cardozo's Brothers,5000,Y,,10.1," 1/8",04/11/2025,2,98,
1010,I,2023,,B,C,03/21/2023,Nyquist,Echo Warrior,337,Tiznow,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",,Wavertree Stables,KY,5,Carson McCord,285000,,,21.0," 1/4",04/11/2025,1,28,
1011,I,2023,,B,F,03/05/2023,Yaupon,Efforting,338,Into Mischief,"Rivera Training and Sales, Agent",,Rivera Training and Sales,KY,6,"Hoby Kight, Agent",57000,,,9.4," 1/8",04/11/2025,2,81,
1012,I,2023,,CH,F,03/05/2023,Practical Joke,Eileen Gray,339,Malibu Moon,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IV",,Wavertree Stables,KY,5,RNA,-19000,,,21.2," 1/4",04/11/2025,1,46,
1013,I,2023,,DB/BR,C,01/20/2023,Connect,Ella Brilla,340,Kitten's Joy,"Julie Davies LLC, Agent VII",,Julie Davies LLC,KY,10,Moody Bluegrass LLC,50000,,,10.2," 1/8",04/11/2025,2,66,
1014,I,2023,,B,F,03/26/2023,Street Sense,Ellyb,341,Pioneerof the Nile,"Eddie Woods, Agent VIII",,Eddie Woods,VA,11,Richard B. Benton,22000,Y,,10.2," 1/8",04/11/2025,3,112,
1015,I,2023,,GR/RO,C,03/31/2023,Liam's Map,Elusive Checkers,342,Quality Road,"Top Line Sales LLC, Agent III",,Top Line Sales LLC,KY,1,David Berman,130000,,,10.1," 1/8",04/11/2025,1,20,
1016,O,2023,,CH,F,03/13/2023,Curlin,Embur's Song,343,Unbridled's Song,"Julie Davies LLC, Agent XXV",,Julie Davies LLC,KY,10,OUT,,,04/11/2025,,,,,,
1017,O,2023,,B,C,03/28/2023,Maclean's Music,Embur's Zip,344,City Zip,"Hoppel LLC, Agent XVII",,Hoppel LLC,FL,7,OUT,,,04/18/2025,,,,,,
1018,I,2023,Dare to Know,CH,F,03/18/2023,Daredevil,Emma's Encore,345,Congrats,"Marcial Galan, Agent I",,Marcial Galan,KY,A,"Lex, Inc.",27000,,,10.1," 1/8",04/11/2025,1,27,
1019,I,2023,,B,C,04/16/2023,Yaupon,Empire Moon,346,Malibu Moon,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",,Wavertree Stables,KY,5,RNA,-75000,,,10.2," 1/8",04/11/2025,2,99,
1020,I,2023,,CH,F,02/20/2023,Practical Joke,Enchanted Sunrise,347,Verrazano,"Niall Brennan Stables, Agent X",,Niall Brennan Stables,KY,8,"Klaravich Stable, Inc.",150000,,,10.0," 1/8",04/11/2025,1,37,
1021,O,2023,,DB/BR,C,05/15/2023,Munnings,Encouraging,348,Candy Ride (ARG),"Whitman Sales LLC, Agent I",,Whitman Sales LLC,KY,16,OUT,,,04/12/2025,,,,,,
