hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
932,I,2022,,CH,C,05/09/2022,Munnings,Anya Ylina (IRE),44,Oasis Dream (GB),"Harris Training Center LLC, Agent III",,Harris Training Center LLC,KY,13,Evan Trommer,77000,,,10.1," 1/8",04/13/2024,1,22,
933,I,2022,,B,F,03/07/2022,Authentic,Anyhow,45,Tiznow,"Top Line Sales LLC, Agent XXV",,Top Line Sales LLC,KY,1,Mike Dini,45000,Y,,10.2," 1/8",04/13/2024,3,131,
934,O,2022,,B,F,03/10/2022,Complexity,Anything Goes,46,Speightstown,"Ocala Stud, Agent",,Ocala Stud,NY,4,OUT,,,04/05/2024,,,,,,
935,I,2022,,DB/BR,F,04/13/2022,Bolt d'Oro,Appealing Stella,47,Closing Argument,"Majestic, Agent XXI",,Majestic,KY,13,"Gentry Farms, Jorge Delgado, Agent",210000,,,10.1," 1/8",04/13/2024,1,49,
936,I,2022,,DB/BR,C,02/24/2022,Not This Time,Applauding,48,Congrats,"Tom McCrocklin, Agent I",,Tom McCrocklin,KY,18,Lael Stable,550000,,,20.4," 1/4",04/13/2024,1,7,
937,I,2022,,B,C,03/02/2022,Tapiture,Arched,49,Arch,"Best A Luck Farm LLC, Agent II",,Best A Luck Farm LLC,PA,3,"Pedro Lanz, Agent",130000,,,10.0," 1/8",04/13/2024,2,87,
938,I,2022,Triple D Mischief,B,F,03/24/2022,Honest Mischief,Arella Princess,50,Limehouse,"Eddie Woods, Agent II",,Eddie Woods,NY,11,Abdulrahman Alsayed,50000,Y,,9.4," 1/8",04/13/2024,1,25,
939,O,2022,Welcome Home,B,C,05/10/2022,Maximum Security,Argentesque,51,Silver Deputy,Fast Horses,,Fast Horses,MD,D,OUT,,,04/17/2024,,,,,,
940,I,2022,,CH,C,03/20/2022,Catalina Cruiser,Aristra,52,Afleet Alex,"Majestic, Agent VII",,Majestic,NY,13,Dan Preiss,50000,,,10.2," 1/8",04/13/2024,2,96,
941,I,2022,,CH,C,02/20/2022,Vino Rosso,Artemus Kitten,53,Kitten's Joy,Kaden Clary,,Kaden Clary,KY,D,Steven Rothblum,82000,,,10.1," 1/8",04/13/2024,2,53,
942,O,2022,,CH,F,03/24/2022,Justify,Artistic Diva,54,Munnings,"Top Line Sales LLC, Agent XXXV",,Top Line Sales LLC,LA,1,OUT,,,04/18/2024,,,,,,
943,O,2022,Battleshipper,GR/RO,F,03/11/2022,Midshipman,Arusha,55,Tapit,"Tom McCrocklin, Agent II",,Tom McCrocklin,KY,18,OUT,,,04/13/2024,,,,,,
944,I,2022,,B,C,04/28/2022,Gunnevera,A Sea Trippi,56,Trippi,"Six K's Training & Sales LLC, Agent XIV",,Six K's Training & Sales LLC,FL,20,Heather Smullen,15000,Y,,10.2," 1/8",04/13/2024,3,135,
945,O,2022,,CH,C,03/10/2022,Justify,Ashlee's Lady,57,Gilded Time,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),FL,10,OUT,,,04/19/2024,,,,,,
946,O,2022,,B,C,03/17/2022,Bolt d'Oro,As I Please,58,Majestic Warrior,"Grade One Investments LLC, Agent I",,Grade One Investments LLC,NY,14,OUT,,,04/05/2024,,,,,,
947,O,2022,,DB/BR,C,02/26/2022,Nyquist,Aspen Hilltop,59,Bernardini,"Pick View LLC, Agent I",,Pick View LLC,KY,G,OUT,,,04/19/2024,,,,,,
948,O,2022,,B,F,04/09/2022,Vino Rosso,Astral Favor,60,Astrology,"Top Line Sales LLC, Agent XXVI",,Top Line Sales LLC,KY,1,OUT,,,04/19/2024,,,,,,
949,I,2022,,B,C,03/05/2022,Authentic,Astray,61,Bernardini,"de Meric Sales, Agent III",,de Meric Sales,KY,12,"Wellbourne Thoroughbred Investements, LLC",210000,,,10.1," 1/8",04/13/2024,1,27,
950,I,2022,,DB/BR,C,01/31/2022,No Nay Never,At Ease (GB),62,Oasis Dream (GB),A B Thoroughbreds,,A B Thoroughbreds,FL,H,RNA,-135000,,,10.0," 1/8",04/13/2024,3,124,
951,I,2022,,GR/RO,C,01/31/2022,Volatile,Athenian Beauty,63,Corinthian,A. G. Sales,,A. G. Sales,KY,14,Triton Thoroughbreds LLC,100000,,,10.1," 1/8",04/13/2024,1,40,
952,O,2022,,CH,F,04/26/2022,Classic Empire,A Thousand Reasons,64,Munnings,Shooting Star Sales LLC,,Shooting Star Sales LLC,KY,G,OUT,,,04/19/2024,,,,,,
953,O,2022,,B,F,05/06/2022,Flatter,Atlantic Dream,65,Stormy Atlantic,"Lucan Bloodstock (Karl Keegan), Agent IV",,Lucan Bloodstock (Karl Keegan),KY,18,OUT,,,03/25/2024,,,,,,
954,I,2022,,DB/BR,C,03/28/2022,First Samurai,A Touch of Glory,66,Golden Gear,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,"K.O.I.D. Co., Ltd.",40000,,,10.2," 1/8",04/13/2024,2,94,
955,O,2022,,B,F,02/02/2022,Practical Joke,Aunt Dorothy,67,Uncle Mo,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",,Wavertree Stables,KY,5,OUT,,,04/13/2024,,,,,,
956,I,2022,,CH,F,04/20/2022,Maclean's Music,Aurora Point,68,Malibu Moon,"Top Line Sales LLC, Agent VIII",,Top Line Sales LLC,KY,1,"Anthony Foglia, Jeff Zook, Agent",70000,,,10.0," 1/8",04/13/2024,1,31,
957,O,2022,,GR/RO,C,03/25/2022,Tapit,Ava Pie,69,Distorted Humor,"Majestic, Agent XVIII",,Majestic,KY,13,OUT,,,04/08/2024,,,,,,
958,I,2022,,DB/BR,F,01/28/2022,Solomini,Awesome Aurora,71,Awesome Again,"Randy Miles, Agent IX",,Randy Miles,NY,19,RNA,-45000,,,10.2," 1/8",04/13/2024,2,73,
959,I,2022,,CH,F,03/16/2022,Mitole,Awesome Class,72,Awesome Again,Fast Horses,,Fast Horses,NY,D,Sallusto/Kimmel for Red Storm Stable,42500,Y,,10.2," 1/8",04/13/2024,1,21,
960,O,2022,,B,C,02/17/2022,Irish War Cry,Awesome Dama,73,Corinthian,"Silvestre Chavez Thoroughbreds, Agent X",,Silvestre Chavez Thoroughbreds,MD,17,OUT,,,04/13/2024,,,,,,
961,I,2022,Music Man,B,C,04/11/2022,Maclean's Music,Awesome Diamond (IRE),74,Galileo (IRE),"de Meric Sales, Agent XXXVI",,de Meric Sales,KY,12,Chris Wolf & Mike Wolf,42000,,,10.1," 1/8",04/13/2024,3,133,
962,O,2022,,DB/BR,F,02/10/2022,Mo Town,Awesome Omi,75,Awesome Again,Dark Star Thoroughbreds (Stori Atchison),,Dark Star Thoroughbreds (Stori Atchison),KY,G,OUT,,,04/07/2024,,,,,,
963,O,2022,,B,C,01/09/2022,Candy Ride (ARG),Aymara,76,Speightstown,"Ocala Stud, Agent",,Ocala Stud,KY,4,OUT,,,04/15/2024,,,,,,
964,O,2022,,B,C,04/27/2022,Maximus Mischief,Azasecret,77,Discreet Cat,"Julie Davies LLC, Agent IX",,Julie Davies LLC,FL,7,OUT,,,04/19/2024,,,,,,
965,I,2022,,B,C,04/25/2022,Seeking the Soul,Baby Sister,78,Uncaptured,Ocala Stud,,Ocala Stud,FL,4,S.R.O.A (KOID),20000,,,22.0," 1/4",04/13/2024,3,112,
966,I,2022,Meddlesome,B,C,03/22/2022,Mendelssohn,Baby Zito,79,Curlin,Navas Equine,,Navas Equine,KY,15,West Coast Racing,102000,,,10.1," 1/8",04/13/2024,2,91,
967,I,2022,,GR/RO,F,04/07/2022,Mendelssohn,Back Roads,80,Liam's Map,"Randy Miles, Agent VI",,Randy Miles,NY,19,Joel K. Logan,37000,,,10.1," 1/8",04/13/2024,2,59,
968,I,2022,,B,F,03/06/2022,Catholic Boy,Bajan Beach,81,Speightstown,"RiceHorse Stable (Brandon & Ali Rice), Agent I",,RiceHorse Stable (Brandon & Ali Rice),NY,6,"Goodmen Racing, LLC",8000,,,10.4," 1/8",04/13/2024,2,68,
969,I,2022,,GR/RO,F,03/22/2022,Frosted,Balandra Bay,82,Tiznow,Little Farm Equine LLC,,Little Farm Equine LLC,KY,15,RNA,-22000,,,10.3," 1/8",04/13/2024,2,82,
970,I,2022,,CH,C,04/03/2022,Munnings,Bama Belle,83,Giant's Causeway,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,Nicholas Cammarano Jr.,57000,Y,,10.2," 1/8",04/13/2024,2,74,
971,O,2022,,B,F,04/30/2022,Paynter,Banjo Lesson,84,Langfuhr,"Ordonez Thoroughbreds, Agent III",,Ordonez Thoroughbreds,KY,A,OUT,,,04/13/2024,,,,,,
972,I,2022,Metallix,B,C,05/03/2022,Quality Road,Bar of Gold,85,Medaglia d'Oro,"Sequel Bloodstock, Agent for Chester & Mary Broman",,Sequel Bloodstock,NY,9,"Pedro Lanz, Agent for KAS Stables",600000,,,10.0," 1/8",04/13/2024,2,85,
973,O,2022,,B,C,05/10/2022,Bolt d'Oro,Bay Finn,86,Harlan's Holiday,"Randy Miles, Agent II",,Randy Miles,NY,19,OUT,,,04/13/2024,,,,,,
974,I,2022,,B,F,05/06/2022,McKinzie,Bay Harbor,87,Speightstown,"Julie Davies LLC, Agent II",,Julie Davies LLC,KY,7,Bradley Thoroughbreds LLC,675000,,,10.0," 1/8",04/13/2024,1,14,
975,I,2022,,CH,C,03/11/2022,Vino Rosso,Baytree,88,Forestry,"Tom McCrocklin, Agent III",,Tom McCrocklin,KY,18,"Greg Compton, Agent for Danny W. Brown",45000,Y,,21.2," 1/4",04/13/2024,2,90,
976,I,2022,Pionus,B,F,03/08/2022,Good Magic,Beach Waltz,89,Treasure Beach (GB),"Omar Ramirez Bloodstock, Agent XVII",,Omar Ramirez Bloodstock,KY,17,RNA,-145000,,,10.1," 1/8",04/13/2024,1,11,
977,I,2022,In My Memories,B,F,01/27/2022,Jimmy Creed,Be a Lady,90,Cindago,"Marcial Galan, Agent",,Marcial Galan,KY,20,Tony Sannutti,40000,,,10.0," 1/8",04/13/2024,2,66,
978,I,2022,,CH,F,01/03/2022,Curlin's Honor,Be All You Can Be,91,War Front,"On Point Training & Sales, Agent",,On Point Training & Sales,FL,14,William Grainger,40000,,,10.0," 1/8",04/13/2024,3,125,
979,O,2022,,DB/BR,F,04/06/2022,Union Rags,Bean,92,Bernardini,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VI",,Wavertree Stables,FL,5,OUT,,,04/19/2024,,,,,,
980,I,2022,,B,C,02/10/2022,Daaher,Bear Now,93,Tiznow,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,LA,J,Kazutaka Hosaka,35000,,,10.2," 1/8",04/13/2024,3,123,
981,I,2022,,DB/BR,C,04/25/2022,Midnight Lute,Beauty N Balance,94,Lookin At Lucky,"de Meric Sales, Agent XXXIX",,de Meric Sales,KY,12,Eclipse Thoroughbred Partners,185000,,,9.4," 1/8",04/13/2024,3,115,
982,I,2022,,B,C,05/03/2022,Honor A. P.,Beersheeba,95,Limehouse,"Randy Miles, Agent VI",,Randy Miles,KY,19,Robert  T. Reidy,35000,Y,,10.0," 1/8",04/13/2024,1,33,
983,O,2022,,CH,F,05/02/2022,American Pharoah,Beholden,96,Cat Thief,"Majestic, Agent IX",,Majestic,KY,13,OUT,,,04/08/2024,,,,,,
984,I,2022,,GR/RO,C,03/26/2022,Caravaggio,Believe in Me,97,Bodemeister,"Top Line Sales LLC, Agent LIV",,Top Line Sales LLC,KY,1,Carlo Vaccarezza,40000,Y,,10.0," 1/8",04/13/2024,1,5,
985,I,2022,,DB/BR,F,03/04/2022,Spun to Run,Bella Medaglia,98,Medaglia d'Oro,"Niall Brennan Stables, Agent VII",,Niall Brennan Stables,LA,8,Feel The Thunder Stable,35000,,,10.2," 1/8",04/13/2024,2,56,
986,I,2022,,CH,C,04/19/2022,Vekoma,Bella Moon,99,Malibu Moon,"Blue Sapphire Stables, Agent II",,Blue Sapphire Stables,KY,6,RNA,-47000,,,10.1," 1/8",04/13/2024,1,48,
987,O,2022,,B,F,03/24/2022,Uncle Mo,Bella Rafaela,100,Smart Strike,"New Horizons Bloodstock LLC, Agent II",,New Horizons Bloodstock LLC,KY,15,OUT,,,04/13/2024,,,,,,
988,O,2022,,B,F,03/11/2022,Uncle Mo,Bellavais,101,Tapit,"Halcyon Hammock Farm, Agent II",,Halcyon Hammock Farm,KY,2,OUT,,,04/14/2024,,,,,,
989,I,2022,,B,C,04/03/2022,Bolt d'Oro,Bellazzeria,102,Henny Hughes,"Envision Equine, Agent",,Envision Equine,KY,A,"Lauren Carlisle, Agent",100000,,,10.1," 1/8",04/13/2024,2,62,
990,I,2022,,CH,C,01/28/2022,Complexity,Belleau,103,Not This Time,"Julie Davies LLC, Agent II",,Julie Davies LLC,KY,7,William Grainger,55000,Y,,10.0," 1/8",04/13/2024,2,81,
991,I,2022,,GR/RO,F,04/14/2022,Volatile,Belleneedsnosaving,104,Super Saver,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),NY,10,"George Weaver, Agent",100000,,,10.1," 1/8",04/13/2024,3,113,
992,I,2022,,B,C,05/04/2022,War of Will,Bellezza Rosso,105,Tapit,"Gene Recio, Agent XVIII",,Gene Recio,KY,17,RNA,-105000,,,21.3," 1/4",04/13/2024,3,119,
993,I,2022,,CH,C,04/17/2022,Speightstown,Bengala (FR),106,Pivotal (GB),"Niall Brennan Stables, Agent XX",,Niall Brennan Stables,KY,8,RNA,-55000,,,10.1," 1/8",04/13/2024,2,93,
994,I,2022,,DB/BR,C,03/17/2022,Nyquist,Benvenutta,107,Tapit,"Niall Brennan Stables, Agent XXI",,Niall Brennan Stables,KY,8,"Richard Kent, Agent",335000,,,10.2," 1/8",04/13/2024,1,16,
995,I,2022,,B,C,02/24/2022,McKinzie,Bernadreamy,108,Bernardini,"Caliente Thoroughbreds, Agent",,Caliente Thoroughbreds,KY,E,"Kimmel & Sallusto, Agents",725000,,,21.0," 1/4",04/13/2024,1,52,
996,O,2022,,B,C,04/25/2022,Maclean's Music,Berncredit,109,Bernstein,"Eddie Woods, Agent XXIX",,Eddie Woods,KY,11,OUT,,,04/19/2024,,,,,,
997,I,2022,,B,C,03/18/2022,American Pharoah,Bernina Star,110,Harlan's Holiday,"Scanlon Training & Sales, Agent XVIII",,Scanlon Training & Sales,KY,10,"North Hills Co., Ltd.",60000,,,10.1," 1/8",04/13/2024,3,126,
998,O,2022,,B,F,04/20/2022,Liam's Map,Best of Times,111,Mineshaft,Two Oaks Equine,,Two Oaks Equine,KY,A,OUT,,,04/08/2024,,,,,,
999,O,2022,,B,F,05/08/2022,Volatile,Betty Draper,112,Street Cry (IRE),"Majestic, Agent XXI",,Majestic,KY,13,OUT,,,04/02/2024,,,,,,
1000,O,2022,,B,C,03/31/2022,Tom's d'Etat,Bickersons,113,Silver Deputy,"Julie Davies LLC, Agent",,Julie Davies LLC,FL,7,OUT,,,04/19/2024,,,,,,
1001,I,2022,,CH,F,04/23/2022,Vekoma,Big Night America,114,American Pharoah,"Gene Recio, Agent XVII",,Gene Recio,KY,17,"Brooke Hubbard, Agent",90000,,,10.1," 1/8",04/13/2024,1,35,
1002,O,2022,,B,C,04/24/2022,Candy Ride (ARG),Big Rings,115,The Big Beast,"Eddie Woods, Agent XXXVI",,Eddie Woods,KY,11,OUT,,,04/01/2024,,,,,,
1003,O,2022,,B,F,05/04/2022,Souper Speedy,Birsay,116,Bold Executive,"Santa Fe Thoroughbreds, Agent II",,Santa Fe Thoroughbreds,ON,14,OUT,,,04/12/2024,,,,,,
1004,I,2022,,DB/BR,C,01/21/2022,More Than Ready,Bitacora,117,Dominus,"Omar Ramirez Bloodstock, Agent XI",,Omar Ramirez Bloodstock,NY,17,JC Racing Stable LLC,90000,Y,,10.0," 1/8",04/13/2024,2,88,
1005,I,2022,,B,C,04/17/2022,Twirling Candy,Bite the Stars,118,Flatter,"Global Thoroughbreds LLC, Agent",,Global Thoroughbreds LLC,KY,15,"Marquee Bloodstock, Agent",700000,,,9.4," 1/8",04/13/2024,2,64,
1006,I,2022,,CH,C,04/05/2022,Vekoma,Blakely's Smile,119,Wildcat Heir,"Craig L. Wheeler, Agent",,Craig L. Wheeler,FL,3,L & N Racing LLC,120000,,,9.4," 1/8",04/13/2024,1,41,
1007,O,2022,,DB/BR,C,02/25/2022,Frosted,Blitz and Glamour,120,Awesome Again,"Randy Miles, Agent XII",,Randy Miles,KY,19,OUT,,,04/13/2024,,,,,,
1008,O,2022,,CH,C,04/06/2022,Star Guitar,Blonde Bullet,121,Red Bullet,"Centofanti Thoroughbreds, Agent IV",,Centofanti Thoroughbreds,LA,16,OUT,,,04/12/2024,,,,,,
1009,I,2022,,B,F,03/02/2022,Authentic,Blue,122,Pioneerof the Nile,"Cesar Loya Training & Sales, Agent III",,Cesar Loya Training & Sales,FL,1,Blas Perez,22000,Y,,22.0," 1/4",04/13/2024,3,122,
1010,I,2022,Emmy Blue,GR/RO,F,03/03/2022,Oscar Performance,Blue Heart,123,Exchange Rate,"White Lilac (Katie Miranda), Agent III",,White Lilac (Katie Miranda),KY,17,Glassman Racing LLC & Elements Racing LLC,325000,,,10.0," 1/8",04/13/2024,1,37,
1011,I,2022,,DB/BR,C,03/07/2022,Honest Mischief,Blue Hen Madness,124,Any Given Saturday,"Universal Performance Horses, Agent I",,Universal Performance Horses,NY,17,RNA,-25000,,,9.4," 1/8",04/13/2024,3,114,
1012,O,2022,,B,C,02/24/2022,Game Winner,Blue Venus,125,Giant's Causeway,Blas Perez Stables,,Blas Perez Stables,KY,20,OUT,,,04/19/2024,,,,,,
1013,I,2022,,B,F,03/06/2022,Classic Empire,Bobbin' Robin,126,Indian Charlie,"Grade One Investments LLC, Agent II",,Grade One Investments LLC,KY,14,"George Papaprodromou, Agent",40000,,,10.1," 1/8",04/13/2024,1,24,
1014,O,2022,,B,F,03/16/2022,City of Light,Boldest Vow,127,Broken Vow,"Really and Truly Thoroughbreds, Agent VII",,Really and Truly Thoroughbreds,KY,20,OUT,,,04/19/2024,,,,,,
1015,I,2022,,DB/BR,F,03/15/2022,Rowayton,Bonnie K,128,Majestic Warrior,Triple C Sales,,Triple C Sales,PA,E,Jagger Inc.,27000,Y,,10.2," 1/8",04/13/2024,3,110,
1016,I,2022,,B,C,03/04/2022,Instagrand,Boom Town Sally,129,Yes It's True,Nice and Easy Thoroughbreds,,Nice and Easy Thoroughbreds,KY,G,RNA,-52000,,,21.2," 1/4",04/13/2024,2,100,
1017,O,2022,,B,F,04/10/2022,Spun to Run,Boreale,130,Makfi (GB),"Randy Miles, Agent X",,Randy Miles,KY,19,OUT,,,04/13/2024,,,,,,
1018,I,2022,,DB/BR,C,05/06/2022,Sky Mesa,Bosworthy,131,Uncaptured,"Eddie Woods, Agent II",,Eddie Woods,FL,11,Pam Schutz & Jimmy Connolly,10000,,,21.3," 1/4",04/13/2024,2,55,
1019,I,2022,,DB/BR,F,02/14/2022,Mo Town,Box Office Smash,132,Dixie Union,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,DKW Racing,65000,,,10.1," 1/8",04/13/2024,3,107,
1020,I,2022,,B,F,01/17/2022,Instagrand,Bratouttahell,133,Distorted Humor,"CM Thoroughbreds, Agent I",,CM Thoroughbreds,KY,C,C.H.P.R.,25000,,,10.1," 1/8",04/13/2024,2,60,
1021,I,2022,,B,C,03/22/2022,Vekoma,Bravely Andrightly,134,Mizzen Mast,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,FL,J,MSB Bloodstock,25000,,,10.1," 1/8",04/13/2024,1,20,
1022,I,2022,,B,C,02/24/2022,Thousand Words,Brave Michelle,135,Mr. Greeley,"Top Line Sales LLC, Agent XXIV",,Top Line Sales LLC,KY,1,"Anthony Foglia, Jeff Zook, Agent",70000,,,10.0," 1/8",04/13/2024,2,61,
1023,I,2022,,CH,F,04/23/2022,Game Winner,Brazen Persuasion,136,Indian Charlie,"Eddie Woods, Agent XXXIX",,Eddie Woods,KY,11,"Rodolphe Brisset, Agent for Ann Harrison",300000,,,21.0," 1/4",04/13/2024,2,97,
1024,O,2022,Crowned With Grace,B,F,05/04/2022,Liam's Map,Brazos Queen,137,Medaglia d'Oro,"Eddie Woods, Agent XLII",,Eddie Woods,KY,11,OUT,,,04/13/2024,,,,,,
1025,I,2022,,DB/BR,C,04/24/2022,Win Win Win,Brennan,138,Forestry,"Tom McCrocklin, Agent VI",,Tom McCrocklin,FL,18,"Tonja Terranova, Agent for Curragh Stables",90000,,,20.3," 1/4",04/13/2024,1,38,
1026,I,2022,,B,C,03/27/2022,Omaha Beach,Bridgette Bordeaux,139,Medaglia d'Oro,"Eddie Woods, Agent XXXV",,Eddie Woods,KY,11,RNA,-27000,,,10.1," 1/8",04/13/2024,3,127,
1027,O,2022,,DB/BR,C,05/28/2022,Speightstown,Brielle's Appeal,140,English Channel,"Eddie Woods, Agent XXXIII",,Eddie Woods,KY,11,OUT,,,04/19/2024,,,,,,
1028,O,2022,Brilliant Renee,DB/BR,F,04/23/2022,Mo Town,Brilliant Audrey,141,Tale of the Cat,"Tom McCrocklin, Agent XXIV",,Tom McCrocklin,KY,18,OUT,,,04/08/2024,,,,,,
1029,I,2022,,CH,F,03/09/2022,Global Campaign,Brillo de Abril,142,Declaration of War,"Ocala Stud, Agent",,Ocala Stud,KY,4,Gary Ellebracht,7000,,,22.2," 1/4",04/13/2024,3,132,
1030,O,2022,,B,F,04/09/2022,Maximum Security,Broad Stripes,143,Bernardini,"Ordonez Thoroughbreds, Agent VII",,Ordonez Thoroughbreds,NY,A,OUT,,,04/06/2024,,,,,,
1031,O,2022,,CH,F,03/31/2022,Vekoma,Broken Blues,144,Broken Vow,"Best A Luck Farm LLC, Agent I",,Best A Luck Farm LLC,PA,3,OUT,,,04/08/2024,,,,,,
1032,I,2022,,CH,F,04/10/2022,Improbable,Brooks House,145,Mizzen Mast,"Gabriel Dixon, Agent",,Gabriel Dixon,KY,C,Heart Land Farm,25000,,,10.2," 1/8",04/13/2024,2,72,
1033,I,2022,,CH,C,04/26/2022,Liam's Map,Brown Glaze,146,War Front,Ocala Stud,,Ocala Stud,FL,4,Brian Tobin,200000,,,21.1," 1/4",04/13/2024,1,4,
1034,I,2022,,B,F,04/03/2022,Improbable,Brunette Princess,147,Bodemeister,A B Thoroughbreds,,A B Thoroughbreds,KY,H,RNA,-30000,,,10.2," 1/8",04/13/2024,1,23,
1035,I,2022,,B,C,01/27/2022,Improbable,Brushed by a Star,148,Eddington,"Top Line Sales LLC, Agent X",,Top Line Sales LLC,KY,1,Richie's World Stables LLC,35000,Y,,10.1," 1/8",04/13/2024,2,80,
1036,I,2022,,CH,C,02/24/2022,Audible,Bubala,149,Candy Ride (ARG),"S B M Training and Sales, Agent II",,S B M Training and Sales,KY,2,RNA,-30000,,,10.2," 1/8",04/14/2024,1,6,
1037,I,2022,,DB/BR,C,02/22/2022,Global Campaign,Budget Cut,150,Super Saver,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VIII",,Wavertree Stables,KY,5,C.H.P.R.,20000,,,10.4," 1/8",04/14/2024,3,136,
1038,I,2022,,B,C,05/10/2022,Instagrand,Built in a Day,151,Roman Ruler,"Hoppel LLC, Agent II",,Hoppel LLC,FL,7,RNA,-42000,,,21.1," 1/4",04/14/2024,2,94,
1039,I,2022,,B,C,01/22/2022,Nyquist,Bureau de Change,152,Exchange Rate,"Gene Recio, Agent XII",,Gene Recio,KY,17,RAN Racing,75000,,,10.2," 1/8",04/14/2024,1,28,
1040,I,2022,,CH,C,05/10/2022,Flameaway,Calente (CHI),153,Strong Mandate,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,Ed & Susie Orr,175000,,,10.0," 1/8",04/14/2024,1,32,
1041,I,2022,,CH,C,04/05/2022,Goldencents,Call for Fire,154,War Chant,Shooting Star Sales LLC,,Shooting Star Sales LLC,LA,G,Whispering Oaks Farm LLC,90000,,,10.0," 1/8",04/14/2024,2,95,
1042,O,2022,,GR/RO,C,04/05/2022,Liam's Map,Canaryinacage,155,Mineshaft,"Cesar Loya Training & Sales, Agent IV",,Cesar Loya Training & Sales,NY,1,OUT,,,04/08/2024,,,,,,
1043,I,2022,,CH,F,01/31/2022,Promises Fulfilled,Candy Apple Red,156,Curlin,"Fly By, Agent I",,Fly By,KY,13,RNA,-17000,,,10.1," 1/8",04/14/2024,2,59,
1044,I,2022,,B,C,03/09/2022,Into Mischief,Candy Drawer,157,Candy Ride (ARG),"de Meric Sales, Agent XLIII",,de Meric Sales,KY,12,"Bow River Ranch, Hoby Kight, Agent",500000,,,10.0," 1/8",04/14/2024,2,58,
1045,I,2022,A Thousand Kisses,B,C,04/23/2022,Thousand Words,Candy for Kisses,158,Candy Ride (ARG),"Royal Bloodstock Sales LLC, Agent II",,Royal Bloodstock Sales LLC,NY,14,"Lisa Lewis, Agent for Philip Harding",30000,,,10.3," 1/8",04/14/2024,2,101,
1046,I,2022,,CH,F,04/09/2022,Justify,Candy Lane,159,Twirling Candy,A B Thoroughbreds,,A B Thoroughbreds,KY,H,RNA,-400000,,,10.0," 1/8",04/14/2024,1,45,
1047,O,2022,,GR/RO,C,06/02/2022,Liam's Map,Candy Sioux,160,Indian Charlie,"Randy Miles, Agent V",,Randy Miles,KY,19,OUT,,,04/13/2024,,,,,,
1048,O,2022,,DB/BR,C,04/12/2022,City of Light,Candy Swap,161,Candy Ride (ARG),"Lucan Bloodstock (Karl Keegan), Agent X",,Lucan Bloodstock (Karl Keegan),KY,18,OUT,,,03/25/2024,,,,,,
1049,O,2022,Roxy,B,F,02/22/2022,Cajun Breeze,Carolyn's Smile,162,Khozan,Arindel,,Arindel,FL,3,OUT,,,04/17/2024,,,,,,
1050,I,2022,,DB/BR,F,02/25/2022,Complexity,Carried Away,163,Dixie Union,"Julie Davies LLC, Agent X",,Julie Davies LLC,KY,7,RNA,-45000,,,10.1," 1/8",04/14/2024,1,17,
1051,I,2022,Brown Sugar,B,F,02/22/2022,Twirling Candy,Cashmere,164,Cowboy Cal,"Halcyon Hammock Farm, Agent II",,Halcyon Hammock Farm,KY,2,RNA,-285000,,,10.0," 1/8",04/14/2024,3,122,
1052,O,2022,,B,C,04/29/2022,Authentic,Cassies Dreamer,165,Flatter,"Eddie Woods, Agent XXXIV",,Eddie Woods,KY,11,OUT,,,04/19/2024,,,,,,
1053,O,2022,Catman Tomkins,B,C,01/30/2022,Tom's d'Etat,Catkins,166,Data Link,"Niall Brennan Stables, Agent XXII",,Niall Brennan Stables,KY,8,OUT,,,04/09/2024,,,,,,
1054,O,2022,,B,F,04/02/2022,Rogueish,Cat Ten,167,Greatness,"S B M Training and Sales, Agent II",,S B M Training and Sales,FL,2,OUT,,,04/14/2024,,,,,,
1055,I,2022,,DB/BR,C,03/09/2022,Street Sense,Causeforcommotion,168,Americain,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",,Wavertree Stables,KY,5,Thomas Dambra,70000,,,10.0," 1/8",04/14/2024,3,127,
1056,I,2022,,B,C,04/23/2022,Omaha Beach,Caxambas Pass,169,Tiznow,"Richardson Bloodstock, Agent",,Richardson Bloodstock,KY,D,Spendthrift Farm LLC,510000,,,21.0," 1/4",04/14/2024,2,97,
